loan_id,no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term,fico_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
1431,0, Graduate, Yes,53000,137000,6,329,88000,76000,112000,28000, Rejected
1432,5, Not Graduate, No,14000,30000,6,754,35000,27000,53000,14000, Approved
1433,2, Not Graduate, Yes,29000,78000,18,588,4000,1000,116000,42000, Approved
1434,3, Not Graduate, No,65000,165000,4,551,53000,8000,185000,76000, Approved
1435,3, Graduate, No,83000,189000,4,316,202000,97000,213000,82000, Rejected
1436,2, Not Graduate, Yes,89000,322000,12,382,0,113000,205000,54000, Rejected
1437,3, Graduate, No,53000,150000,6,717,70000,41000,171000,53000, Approved
1438,0, Graduate, No,28000,73000,6,676,35000,22000,57000,32000, Approved
1439,1, Not Graduate, No,80000,278000,6,667,60000,126000,225000,99000, Approved
1440,3, Not Graduate, No,39000,105000,20,821,16000,63000,110000,39000, Approved
1441,0, Graduate, No,62000,201000,20,345,93000,59000,174000,41000, Rejected
1442,3, Not Graduate, Yes,59000,192000,10,442,95000,5000,183000,47000, Rejected
1443,1, Graduate, Yes,60000,233000,12,672,20000,113000,196000,64000, Approved
1444,3, Not Graduate, Yes,91000,293000,2,508,190000,51000,316000,119000, Approved
1445,5, Graduate, Yes,34000,123000,10,615,70000,16000,114000,35000, Approved
1446,1, Graduate, Yes,18000,44000,8,689,32000,25000,38000,16000, Approved
1447,1, Graduate, No,3000,12000,18,747,1000,0,7000,2000, Rejected
1448,1, Graduate, Yes,90000,228000,10,412,0,156000,320000,47000, Rejected
1449,1, Graduate, No,64000,169000,2,703,63000,73000,159000,74000, Approved
1450,5, Not Graduate, No,58000,222000,16,884,12000,48000,195000,85000, Approved
1451,5, Graduate, Yes,26000,86000,18,651,10000,1000,78000,26000, Approved
1452,4, Not Graduate, No,66000,173000,14,793,167000,14000,175000,39000, Approved
1453,2, Not Graduate, No,61000,218000,4,407,98000,1000,202000,58000, Approved
1454,2, Not Graduate, No,41000,111000,8,390,8000,31000,101000,34000, Rejected
1455,3, Not Graduate, Yes,3000,10000,12,469,6000,4000,7000,3000, Rejected
1456,4, Graduate, No,47000,104000,6,373,68000,86000,143000,54000, Rejected
1457,4, Graduate, Yes,15000,58000,2,304,24000,16000,33000,14000, Approved
1458,5, Not Graduate, No,27000,83000,8,833,46000,13000,68000,33000, Approved
1459,2, Graduate, No,69000,209000,2,302,187000,107000,269000,92000, Approved
1460,0, Graduate, No,76000,287000,6,397,110000,132000,246000,38000, Rejected
1461,1, Graduate, No,41000,100000,6,891,49000,3000,126000,36000, Approved
1462,3, Not Graduate, No,41000,122000,2,457,7000,5000,141000,49000, Rejected
1463,4, Not Graduate, No,16000,32000,16,657,2000,1000,57000,12000, Approved
1464,2, Not Graduate, Yes,4000,14000,2,480,2000,7000,16000,2000, Approved
1465,5, Graduate, Yes,44000,173000,20,840,36000,51000,129000,23000, Approved
1466,2, Not Graduate, Yes,38000,80000,12,866,60000,6000,84000,19000, Approved
1467,0, Not Graduate, No,43000,170000,8,619,41000,66000,171000,39000, Approved
1468,1, Graduate, Yes,90000,335000,2,748,79000,98000,257000,115000, Approved
1469,3, Not Graduate, Yes,95000,255000,12,881,270000,141000,216000,89000, Approved
1470,2, Graduate, Yes,69000,139000,8,829,143000,81000,224000,46000, Approved
1471,3, Not Graduate, No,43000,111000,6,312,48000,38000,101000,33000, Rejected
1472,3, Not Graduate, No,66000,214000,10,467,152000,60000,203000,52000, Rejected
1473,1, Graduate, Yes,52000,143000,18,650,54000,23000,176000,36000, Approved
1474,3, Graduate, Yes,4000,11000,6,711,1000,3000,14000,1000, Approved
1475,4, Not Graduate, No,13000,41000,18,886,28000,5000,38000,6000, Approved
1476,5, Not Graduate, No,97000,284000,4,494,53000,120000,244000,100000, Rejected
1477,2, Graduate, Yes,54000,109000,14,741,13000,60000,204000,56000, Approved
1478,4, Not Graduate, No,12000,33000,12,876,4000,1000,38000,10000, Approved
1479,0, Graduate, Yes,70000,264000,14,610,143000,0,139000,53000, Approved
1480,5, Graduate, No,76000,260000,6,778,129000,24000,255000,109000, Approved
1481,5, Graduate, Yes,7000,18000,14,571,2000,4000,19000,4000, Approved
1482,3, Graduate, Yes,75000,251000,18,554,125000,79000,285000,47000, Approved
1483,0, Not Graduate, Yes,23000,62000,8,712,68000,17000,88000,15000, Approved
1484,5, Not Graduate, Yes,56000,115000,4,695,95000,71000,117000,78000, Approved
1485,0, Not Graduate, Yes,54000,109000,20,366,37000,5000,210000,48000, Rejected
1486,1, Not Graduate, Yes,18000,55000,10,426,50000,15000,59000,16000, Rejected
1487,0, Not Graduate, No,29000,69000,10,320,51000,5000,77000,15000, Rejected
1488,3, Not Graduate, Yes,14000,46000,8,543,15000,12000,27000,20000, Rejected
1489,2, Graduate, No,28000,110000,16,525,82000,18000,58000,24000, Rejected
1490,0, Not Graduate, Yes,33000,131000,12,812,48000,49000,75000,43000, Approved
1491,0, Not Graduate, No,70000,253000,14,697,151000,104000,143000,67000, Approved
1492,1, Not Graduate, No,39000,151000,12,527,106000,51000,111000,38000, Rejected
1493,1, Not Graduate, No,57000,172000,4,512,43000,70000,214000,30000, Approved
1494,0, Graduate, No,41000,92000,4,671,34000,63000,104000,49000, Approved
1495,1, Graduate, Yes,22000,87000,20,539,10000,40000,82000,26000, Rejected
1496,5, Not Graduate, No,22000,72000,10,532,27000,3000,75000,16000, Rejected
1497,3, Not Graduate, Yes,25000,77000,16,485,20000,36000,56000,32000, Rejected
1498,0, Not Graduate, Yes,9000,21000,6,521,1000,17000,21000,7000, Rejected
1499,1, Not Graduate, No,29000,74000,10,874,4000,12000,101000,33000, Approved
1500,2, Not Graduate, No,98000,229000,10,788,13000,103000,272000,140000, Approved
1501,2, Not Graduate, No,52000,148000,12,659,115000,52000,181000,41000, Approved
1502,1, Graduate, Yes,86000,196000,16,498,148000,30000,210000,53000, Rejected
1503,2, Graduate, Yes,48000,132000,20,310,118000,46000,129000,42000, Rejected
1504,0, Graduate, No,20000,47000,6,785,29000,18000,67000,17000, Approved
1505,0, Graduate, No,36000,87000,10,309,63000,10000,86000,33000, Rejected
1506,3, Not Graduate, Yes,53000,196000,2,433,147000,99000,108000,30000, Approved
1507,1, Not Graduate, Yes,4000,13000,18,801,1000,0,15000,6000, Approved
1508,3, Graduate, Yes,65000,224000,6,488,168000,117000,217000,68000, Rejected
1509,0, Not Graduate, Yes,23000,60000,16,756,29000,21000,75000,12000, Approved
1510,3, Graduate, No,10000,28000,4,757,25000,1000,38000,9000, Approved
1511,5, Not Graduate, No,32000,101000,6,828,85000,60000,87000,30000, Approved
1512,3, Graduate, Yes,34000,72000,12,733,48000,27000,81000,22000, Approved
1513,0, Not Graduate, No,96000,382000,8,421,16000,141000,336000,138000, Rejected
1514,3, Not Graduate, No,53000,203000,4,872,43000,73000,184000,76000, Approved
1515,3, Graduate, No,47000,174000,10,393,124000,53000,187000,53000, Rejected
1516,3, Graduate, No,97000,378000,12,700,134000,61000,258000,119000, Approved
1517,5, Graduate, No,88000,216000,18,613,154000,121000,300000,84000, Approved
1518,5, Graduate, No,59000,134000,6,455,32000,112000,216000,69000, Rejected
1519,4, Graduate, Yes,24000,71000,16,871,70000,3000,85000,35000, Approved
1520,4, Graduate, Yes,79000,215000,16,497,22000,52000,231000,77000, Rejected
1521,0, Graduate, No,14000,27000,2,649,26000,10000,55000,11000, Approved
1522,0, Graduate, Yes,35000,100000,14,709,53000,18000,92000,50000, Approved
1523,4, Graduate, No,34000,135000,12,705,100000,11000,83000,49000, Approved
1524,2, Graduate, No,61000,236000,2,476,46000,29000,225000,38000, Approved
1525,2, Not Graduate, Yes,30000,71000,4,819,54000,48000,60000,21000, Approved
1526,5, Not Graduate, Yes,34000,94000,16,535,31000,56000,129000,32000, Rejected
1527,0, Graduate, Yes,4000,12000,14,889,11000,2000,7000,2000, Approved
1528,0, Graduate, No,59000,118000,12,468,91000,100000,175000,62000, Rejected
1529,5, Graduate, Yes,4000,8000,2,759,1000,5000,13000,3000, Approved
1530,3, Graduate, Yes,90000,336000,2,426,216000,162000,207000,119000, Approved
1531,0, Graduate, Yes,88000,236000,8,712,4000,113000,193000,111000, Approved
1532,4, Graduate, Yes,20000,47000,2,615,5000,1000,67000,30000, Approved
1533,2, Graduate, No,47000,140000,12,784,134000,27000,148000,69000, Approved
1534,4, Not Graduate, No,27000,61000,16,677,1000,33000,65000,38000, Approved
1535,1, Not Graduate, No,26000,79000,12,306,20000,24000,76000,33000, Rejected
1536,1, Not Graduate, Yes,90000,254000,16,655,220000,88000,291000,72000, Approved
1537,4, Not Graduate, No,51000,194000,8,755,22000,3000,149000,53000, Approved
1538,2, Graduate, No,66000,258000,18,598,38000,31000,164000,59000, Approved
1539,2, Graduate, No,44000,98000,18,712,54000,2000,88000,64000, Approved
1540,4, Not Graduate, Yes,15000,46000,6,524,37000,20000,50000,14000, Rejected
1541,1, Not Graduate, No,62000,231000,16,838,91000,14000,235000,70000, Approved
1542,4, Graduate, Yes,9000,29000,6,560,15000,9000,31000,9000, Approved
1543,3, Not Graduate, No,77000,264000,12,759,34000,29000,219000,108000, Approved
1544,2, Graduate, Yes,6000,24000,6,454,1000,6000,23000,3000, Rejected
1545,4, Not Graduate, No,43000,165000,4,539,106000,61000,93000,21000, Approved
1546,2, Not Graduate, Yes,82000,278000,16,827,115000,87000,260000,107000, Approved
1547,0, Not Graduate, No,35000,119000,12,686,44000,48000,101000,25000, Approved
1548,1, Graduate, Yes,99000,341000,14,371,244000,71000,293000,62000, Rejected
1549,5, Graduate, No,7000,19000,4,784,5000,10000,21000,6000, Approved
1550,1, Graduate, Yes,21000,73000,16,826,16000,35000,77000,14000, Approved
1551,2, Not Graduate, No,32000,105000,12,502,43000,15000,100000,45000, Rejected
1552,0, Graduate, No,29000,78000,8,367,7000,37000,77000,36000, Rejected
1553,0, Not Graduate, No,70000,183000,6,541,63000,64000,208000,83000, Rejected
1554,1, Graduate, No,37000,136000,16,608,4000,22000,134000,28000, Approved
1555,3, Not Graduate, Yes,45000,131000,12,570,105000,20000,101000,58000, Approved
1556,3, Graduate, No,2000,8000,18,752,2000,2000,3000,2000, Approved
1557,5, Not Graduate, Yes,56000,205000,8,873,55000,95000,194000,78000, Approved
1558,5, Graduate, No,54000,186000,2,538,77000,27000,188000,40000, Approved
1559,4, Not Graduate, No,3000,10000,10,819,7000,3000,9000,2000, Approved
1560,1, Graduate, Yes,75000,298000,18,770,14000,52000,280000,87000, Approved
1561,5, Not Graduate, Yes,25000,96000,6,345,19000,19000,68000,26000, Rejected
1562,4, Graduate, Yes,31000,81000,12,730,63000,45000,90000,45000, Approved
1563,1, Graduate, Yes,76000,193000,20,835,58000,23000,220000,82000, Approved
1564,3, Not Graduate, Yes,5000,17000,2,811,5000,5000,14000,2000, Approved
1565,2, Not Graduate, No,27000,59000,14,662,32000,16000,73000,38000, Approved
1566,2, Not Graduate, Yes,35000,133000,4,420,64000,17000,80000,23000, Approved
1567,5, Not Graduate, No,37000,117000,4,413,84000,55000,120000,27000, Approved
1568,2, Not Graduate, Yes,56000,200000,10,367,137000,50000,191000,60000, Rejected
1569,5, Not Graduate, Yes,48000,164000,14,390,84000,24000,95000,40000, Rejected
1570,4, Not Graduate, Yes,52000,122000,2,602,103000,8000,205000,77000, Approved
1571,3, Graduate, No,29000,115000,16,843,23000,26000,107000,43000, Approved
1572,1, Graduate, No,27000,68000,20,713,5000,33000,61000,19000, Approved
1573,3, Graduate, No,50000,162000,8,591,19000,34000,140000,50000, Approved
1574,2, Not Graduate, Yes,27000,94000,14,701,4000,34000,99000,19000, Approved
1575,4, Not Graduate, Yes,28000,100000,12,655,49000,36000,85000,33000, Approved
1576,3, Not Graduate, Yes,73000,200000,18,720,155000,99000,230000,98000, Approved
1577,0, Graduate, Yes,59000,151000,10,794,60000,43000,149000,54000, Approved
1578,0, Graduate, No,81000,213000,2,392,142000,66000,315000,110000, Rejected
1579,3, Graduate, Yes,19000,71000,6,583,4000,28000,65000,20000, Approved
1580,5, Graduate, No,18000,68000,18,457,22000,11000,38000,14000, Rejected
1581,0, Not Graduate, Yes,76000,178000,14,570,152000,121000,215000,99000, Approved
1582,1, Graduate, No,91000,301000,14,890,178000,124000,325000,75000, Approved
1583,2, Not Graduate, Yes,53000,123000,14,472,100000,16000,204000,33000, Rejected
1584,2, Not Graduate, No,37000,109000,12,788,17000,7000,122000,26000, Approved
1585,0, Not Graduate, No,95000,353000,6,605,100000,127000,311000,70000, Approved
1586,3, Graduate, No,83000,305000,10,473,133000,94000,233000,118000, Rejected
1587,5, Graduate, No,64000,215000,16,728,3000,52000,174000,96000, Approved
1588,5, Graduate, Yes,53000,178000,16,505,92000,85000,146000,41000, Rejected
1589,0, Graduate, Yes,56000,193000,6,407,34000,36000,142000,84000, Rejected
1590,1, Graduate, Yes,9000,17000,18,464,13000,0,19000,7000, Rejected
1591,0, Graduate, Yes,24000,72000,20,514,41000,21000,67000,18000, Rejected
1592,1, Graduate, No,95000,230000,10,627,285000,115000,217000,91000, Approved
1593,2, Not Graduate, Yes,74000,149000,20,627,159000,101000,190000,103000, Approved
1594,4, Not Graduate, Yes,15000,32000,10,858,15000,0,47000,17000, Approved
1595,3, Graduate, Yes,88000,302000,8,607,136000,127000,215000,59000, Approved
1596,5, Not Graduate, Yes,49000,143000,4,663,85000,61000,196000,55000, Approved
1597,1, Not Graduate, Yes,81000,269000,6,522,230000,21000,187000,42000, Rejected
1598,2, Not Graduate, Yes,23000,91000,20,610,37000,6000,78000,34000, Approved
1599,5, Not Graduate, Yes,30000,66000,16,462,55000,35000,91000,36000, Rejected
1600,2, Not Graduate, Yes,39000,93000,8,591,109000,27000,96000,33000, Approved
1601,4, Graduate, Yes,17000,65000,20,636,17000,9000,62000,23000, Approved
1602,0, Not Graduate, Yes,21000,49000,10,359,10000,8000,61000,10000, Rejected
1603,4, Graduate, Yes,97000,250000,4,542,98000,120000,293000,134000, Rejected
1604,5, Not Graduate, Yes,35000,118000,4,642,23000,29000,119000,36000, Approved
1605,5, Not Graduate, Yes,15000,55000,4,414,8000,14000,29000,12000, Approved
1606,3, Not Graduate, Yes,88000,262000,20,865,193000,98000,277000,125000, Approved
1607,3, Graduate, No,9000,31000,10,369,14000,1000,17000,5000, Rejected
1608,0, Graduate, Yes,35000,108000,14,838,47000,68000,139000,17000, Approved
1609,5, Not Graduate, No,55000,212000,4,582,121000,83000,171000,31000, Approved
1610,5, Not Graduate, Yes,98000,232000,10,416,110000,173000,216000,85000, Rejected
1611,5, Graduate, No,21000,55000,20,705,54000,14000,46000,12000, Approved
1612,0, Graduate, No,18000,57000,18,306,5000,7000,56000,17000, Rejected
1613,5, Graduate, Yes,58000,130000,8,851,67000,87000,177000,41000, Approved
1614,5, Graduate, No,67000,172000,18,613,97000,68000,246000,71000, Approved
1615,3, Graduate, No,43000,163000,10,366,69000,67000,123000,55000, Rejected
1616,1, Graduate, No,12000,28000,12,431,9000,4000,29000,9000, Rejected
1617,5, Not Graduate, Yes,97000,259000,2,754,90000,100000,285000,67000, Approved
1618,5, Graduate, Yes,54000,112000,10,447,3000,79000,214000,60000, Rejected
1619,1, Not Graduate, Yes,53000,141000,14,510,133000,104000,189000,78000, Rejected
1620,1, Graduate, No,73000,242000,20,324,129000,37000,184000,90000, Rejected
1621,5, Graduate, No,95000,192000,2,523,135000,15000,210000,67000, Rejected
1622,0, Not Graduate, Yes,72000,156000,2,362,27000,24000,208000,59000, Rejected
1623,3, Graduate, Yes,90000,329000,6,657,99000,6000,292000,120000, Approved
1624,5, Not Graduate, No,65000,233000,12,790,6000,97000,155000,95000, Approved
1625,1, Graduate, Yes,95000,305000,18,500,13000,33000,205000,55000, Rejected
1626,2, Not Graduate, Yes,99000,332000,4,465,263000,170000,244000,50000, Approved
1627,4, Not Graduate, No,29000,87000,6,409,37000,55000,82000,22000, Rejected
1628,4, Graduate, Yes,7000,18000,20,626,5000,6000,14000,3000, Approved
1629,5, Not Graduate, No,42000,134000,16,545,98000,82000,125000,35000, Rejected
1630,3, Not Graduate, No,42000,114000,10,654,88000,4000,162000,57000, Approved
1631,0, Not Graduate, No,76000,265000,6,515,62000,149000,220000,40000, Rejected
1632,2, Graduate, Yes,71000,188000,12,838,11000,52000,166000,49000, Approved
1633,1, Not Graduate, Yes,47000,160000,14,406,40000,53000,143000,33000, Rejected
1634,0, Graduate, Yes,98000,232000,10,573,239000,33000,236000,146000, Approved
1635,0, Graduate, Yes,98000,387000,2,611,66000,104000,330000,60000, Approved
1636,0, Not Graduate, No,51000,134000,16,649,68000,16000,157000,39000, Approved
1637,0, Not Graduate, Yes,33000,77000,12,775,82000,21000,74000,42000, Approved
1638,3, Graduate, No,45000,125000,12,469,41000,76000,142000,34000, Rejected
1639,0, Graduate, Yes,39000,128000,18,587,45000,53000,126000,50000, Approved
1640,3, Graduate, Yes,32000,99000,10,316,91000,55000,88000,36000, Rejected
1641,2, Graduate, No,32000,104000,10,556,82000,56000,115000,45000, Approved
1642,2, Not Graduate, No,96000,312000,12,578,99000,22000,265000,135000, Approved
1643,2, Not Graduate, Yes,87000,189000,2,554,39000,19000,180000,115000, Approved
1644,2, Not Graduate, Yes,19000,68000,6,892,26000,22000,64000,9000, Approved
1645,2, Not Graduate, Yes,29000,102000,10,315,81000,4000,65000,16000, Rejected
1646,0, Not Graduate, No,62000,129000,10,695,19000,37000,222000,42000, Approved
1647,0, Not Graduate, No,59000,203000,4,806,3000,37000,164000,48000, Approved
1648,4, Not Graduate, Yes,32000,128000,8,638,43000,26000,80000,38000, Approved
1649,1, Not Graduate, Yes,13000,50000,4,610,34000,8000,45000,9000, Approved
1650,2, Not Graduate, Yes,13000,32000,4,810,38000,21000,43000,8000, Approved
1651,1, Graduate, No,87000,332000,4,866,196000,159000,237000,105000, Approved
1652,3, Not Graduate, No,63000,238000,10,760,127000,13000,184000,88000, Approved
1653,3, Graduate, No,43000,112000,6,556,110000,43000,145000,51000, Approved
1654,3, Not Graduate, Yes,64000,235000,12,684,172000,103000,253000,74000, Approved
1655,5, Not Graduate, Yes,77000,258000,18,578,50000,77000,272000,106000, Approved
1656,2, Not Graduate, No,69000,239000,12,814,130000,19000,266000,60000, Approved
1657,0, Not Graduate, No,42000,148000,20,510,92000,57000,119000,26000, Rejected
1658,4, Not Graduate, No,39000,90000,2,674,87000,57000,140000,31000, Approved
1659,0, Graduate, Yes,20000,49000,14,570,38000,3000,66000,13000, Approved
1660,1, Not Graduate, No,5000,17000,2,680,7000,8000,14000,7000, Approved
1661,0, Graduate, No,35000,88000,12,803,54000,3000,84000,34000, Approved
1662,2, Not Graduate, Yes,31000,107000,16,357,92000,19000,77000,38000, Rejected
1663,3, Not Graduate, Yes,49000,190000,4,575,141000,91000,165000,46000, Approved
1664,1, Not Graduate, No,10000,36000,4,546,25000,0,26000,5000, Approved
1665,2, Graduate, No,67000,214000,8,370,32000,118000,201000,86000, Rejected
1666,1, Graduate, No,41000,94000,6,713,0,10000,111000,31000, Approved
1667,4, Not Graduate, Yes,16000,38000,2,896,12000,4000,48000,20000, Approved
1668,3, Graduate, Yes,24000,92000,14,626,3000,36000,85000,20000, Approved
